2001-07-01,-0.0
2001-07-02,-0.0
2001-07-03,-0.0
2001-07-04,-0.0
2001-07-05,-0.0
2001-07-06,-0.0
2001-07-07,-0.0
2001-07-08,-0.0
2001-07-09,-0.0
2001-07-10,-0.0
2001-07-11,-0.0
2001-07-12,-0.0
2001-07-13,-0.0
2001-07-14,-0.0
2001-07-15,-0.0
2001-07-16,-0.0
2001-07-17,-0.0
2001-07-18,-0.0
2001-07-19,-0.0
2001-07-20,-0.0
2001-07-21,-0.0
2001-07-22,-0.0
2001-07-23,-0.0
2001-07-24,-0.0
2001-07-25,-0.0
2001-07-26,-0.0
2001-07-27,-0.0
2001-07-28,-0.0
2001-07-29,-0.0
2001-07-30,-0.0
2001-07-31,-0.0
2001-08-01,-0.0
2001-08-02,-0.0
2001-08-03,-0.0
2001-08-04,-0.0
2001-08-05,-0.0
2001-08-06,-0.0
2001-08-07,-0.0
2001-08-08,-0.0
2001-08-09,-0.0
2001-08-10,-0.0
2001-08-11,-0.0
2001-08-12,-0.0
2001-08-13,-0.0
2001-08-14,-0.0
2001-08-15,-0.0
2001-08-16,-0.0
2001-08-17,-0.0
2001-08-18,-0.0
2001-08-19,-0.0
2001-08-20,-0.0
2001-08-21,-0.0
2001-08-22,-0.0
2001-08-23,-0.0
2001-08-24,-0.0
2001-08-25,-0.0
2001-08-26,-0.0
2001-08-27,-0.0
2001-08-28,-0.0
2001-08-29,-0.0
2001-08-30,-0.0
2001-08-31,-0.0
2001-09-01,-0.0
2001-09-02,-0.0
2001-09-03,-0.0
2001-09-04,-0.0
2001-09-05,-0.0
2001-09-06,-0.0
2001-09-07,-0.0
2001-09-08,-0.0
2001-09-09,-0.0
2001-09-10,-0.0
2001-09-11,-0.0
2001-09-12,-0.0
2001-09-13,-0.0
2001-09-14,-0.0
2001-09-15,-0.0
2001-09-16,-0.0
2001-09-17,-0.0
2001-09-18,-0.0
2001-09-19,-0.0
2001-09-20,-0.0
2001-09-21,-0.0
2001-09-22,-0.0
2001-09-23,-0.0
2001-09-24,-0.0
2001-09-25,-0.0
2001-09-26,-0.0
2001-09-27,-0.0
2001-09-28,-0.0
2001-09-29,-0.0
2001-09-30,-0.0
2001-10-01,-0.0
2001-10-02,-0.0
2001-10-03,-0.0
2001-10-04,-0.0
2001-10-05,-0.0
2001-10-06,-0.0
2001-10-07,-0.0
2001-10-08,-0.0
2001-10-09,-0.0
2001-10-10,-0.0
2001-10-11,-0.0
2001-10-12,-0.0
2001-10-13,-0.0
2001-10-14,-0.0
2001-10-15,-0.0
2001-10-16,-0.0
2001-10-17,-0.0
2001-10-18,-0.0
2001-10-19,-0.0
2001-10-20,-0.0
2001-10-21,-0.0
2001-10-22,-0.0
2001-10-23,-0.0
2001-10-24,-0.0
2001-10-25,-0.0
2001-10-26,-0.0
2001-10-27,-0.0
2001-10-28,-0.0
2001-10-29,-0.0
2001-10-30,-0.0
2001-10-31,-0.0
2001-11-01,-0.0
2001-11-02,-0.0
2001-11-03,-0.0
2001-11-04,-0.0
2001-11-05,-0.0
2001-11-06,-0.0
2001-11-07,-0.0
2001-11-08,-0.0
2001-11-09,-0.0
2001-11-10,-0.0
2001-11-11,-0.0
2001-11-12,-0.0
2001-11-13,-0.0
2001-11-14,-0.0
2001-11-15,-0.0
2001-11-16,-0.0
2001-11-17,-0.0
2001-11-18,-0.0
2001-11-19,-0.0
2001-11-20,-0.0
2001-11-21,-0.0
2001-11-22,-0.0
2001-11-23,-0.0
2001-11-24,-0.0
2001-11-25,-0.0
2001-11-26,-0.0
2001-11-27,-0.0
2001-11-28,-0.0
2001-11-29,-0.0
2001-11-30,-0.0
2001-12-01,-0.0
2001-12-02,-0.0
2001-12-03,-0.0
2001-12-04,-0.0
2001-12-05,-0.0
2001-12-06,-0.0
2001-12-07,-0.0
2001-12-08,-0.0
2001-12-09,-0.0
2001-12-10,-0.0
2001-12-11,-0.0
2001-12-12,-0.0
2001-12-13,-0.0
2001-12-14,-0.0
2001-12-15,-0.0
2001-12-16,-0.0
2001-12-17,-0.0
2001-12-18,-0.0
2001-12-19,-0.0
2001-12-20,-0.0
2001-12-21,-0.0
2001-12-22,-0.0
2001-12-23,-0.0
2001-12-24,-0.0
2001-12-25,-0.0
2001-12-26,-0.0
2001-12-27,-0.0
2001-12-28,-0.0
2001-12-29,-0.0
2001-12-30,0.003939598996364218
2001-12-31,0.008947281810231376
2002-01-01,0.01442953307298358
2002-01-02,0.02020843662220856
